"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Pip5k1c",6.7707441035019e-08,0.550688223146579,0.211,0.104,0.00170142028576899
"Rab4b",6.8094940230152e-08,0.323775380802816,0.311,0.168,0.00171115775304349
"Camta2",6.84044873383062e-08,0.642449921205217,0.176,0.08,0.0017189363623243
"Gpr146",6.90648754098419e-08,0.558358562187267,0.181,0.084,0.00173553125417392
"Itgav",6.96762029440921e-08,0.536265486116788,0.255,0.134,0.00175089330378209
"Sla",7.40879001565718e-08,0.507732937284026,0.255,0.133,0.00186175484303449
"Filip1l",7.48478787720416e-08,0.359104709745622,0.418,0.254,0.00188085234566263
"Atxn7l1",7.58409149737007e-08,0.610635169135635,0.183,0.085,0.00190580635237412
"Lfng",7.62825993286236e-08,0.626022849974239,0.2,0.099,0.00191690543852898
"Limd1",7.67285046752567e-08,0.368712663056829,0.227,0.113,0.00192811059398452
"Mrc1",7.85930251517924e-08,-0.708854324985716,0.405,0.494,0.00197496412903939
"Myh9",7.92731303553221e-08,0.259718774364702,0.621,0.395,0.00199205449269889
"Selenom",8.01908536459818e-08,0.251652629493079,0.162,0.072,0.00201511596126988
"Plaur",8.08072228483694e-08,0.301998428691899,0.283,0.154,0.00203060470295667
"Casp8ap2",8.09026796612819e-08,0.588603464623197,0.192,0.092,0.00203300343720835
"Lacc1",8.15682759706609e-08,0.254039467972251,0.469,0.288,0.00204972920686674
"Adam9",8.22461757641577e-08,0.614170785991863,0.202,0.099,0.00206676415077752
"Fmnl1",8.23182484932648e-08,0.782799848097704,0.162,0.072,0.00206857526638725
"Zfp800",8.27614064385511e-08,0.466038679695548,0.278,0.151,0.00207971138239435
"Rab3il1",8.34440497818983e-08,0.465561071868097,0.42,0.257,0.00209686552696932
"Epn1",8.38479977521187e-08,0.376399265395339,0.405,0.237,0.00210701633551299
"Sertad1",8.58120120459162e-08,0.394491104641939,0.316,0.175,0.00215637005070183
"Atf7ip",8.79385096985881e-08,0.510582810097145,0.258,0.137,0.00220980681021582
"Ubald2",8.89002230192887e-08,0.52213449013674,0.354,0.209,0.00223397370425171
"Lsm12",9.00776247960944e-08,0.36995129271863,0.355,0.203,0.00226356063350106
"Trappc2l",9.03997728118128e-08,0.328745950096994,0.397,0.23,0.00227165589098804
"Gng5",9.08395237165046e-08,-0.33578491848028,0.879,0.809,0.00228270639147205
"Synj1",9.48798440270898e-08,0.465151714079044,0.337,0.196,0.00238423560055674
"Ctdnep1",9.58164465266929e-08,0.416901378284849,0.268,0.142,0.00240777148476927
"Msl2",9.61167590696435e-08,0.57605758334749,0.168,0.077,0.00241531803866107
"Ralb",9.69653130591741e-08,0.27967983075394,0.324,0.178,0.00243664135186399
"Clta",9.72750795856954e-08,-0.335962687622497,0.879,0.842,0.00244442547490894
"Ndufa2",9.72948309418705e-08,-0.44097138507925,0.661,0.624,0.00244492180673826
"Atp13a2",9.73375071597843e-08,0.455766837883825,0.286,0.157,0.00244599421741822
"Bzw1",1.00313073495065e-07,0.284027625404781,0.627,0.389,0.00252076722385749
"Nr4a2",1.00604546656604e-07,0.332508909210891,0.231,0.122,0.00252809165293381
"Rpl17",1.00686151185513e-07,-0.219826459730188,0.995,0.997,0.00253014229314076
"Grcc10",1.00701560423125e-07,-0.601611154987036,0.573,0.557,0.00253052951187271
"Ociad1",1.04762565836174e-07,0.327691164928182,0.346,0.193,0.00263257851689721
"Eif4g1",1.05002626442968e-07,0.320082840048379,0.376,0.215,0.00263861099988535
"Ccnl2",1.16564818921934e-07,0.329577585551576,0.285,0.153,0.00292915733468929
"Ep300",1.17447437149559e-07,0.26503307424085,0.349,0.193,0.00295133664813127
"Dusp3",1.18372709694311e-07,0.411722395631336,0.299,0.164,0.00297458782190835
"Ascc3",1.18838812274098e-07,0.373786231713232,0.291,0.162,0.00298630051363581
"Chmp1a",1.23456363191523e-07,0.46088179346922,0.231,0.119,0.00310233495063979
"Ehmt2",1.23484811223242e-07,0.663763424757698,0.201,0.1,0.00310304982122885
"Col4a3bp",1.27116541578402e-07,0.594374425066635,0.171,0.08,0.00319431157332367
"Ccl9",1.28103275295431e-07,0.692008704152785,0.274,0.157,0.00321910720489888
"Hsd17b12",1.29043808372691e-07,0.37757192874941,0.364,0.208,0.00324274186059736
"Manf",1.30307399196514e-07,0.329012202462103,0.534,0.337,0.0032744946344092
"Crlf3",1.30514943209023e-07,0.374559059200003,0.36,0.206,0.00327971000789954
"Blvra",1.31637585656338e-07,0.398013854751434,0.315,0.176,0.00330792088995812
"Dtnbp1",1.34463131096751e-07,0.515941146508957,0.324,0.185,0.00337892402133024
"Mff",1.46837541079167e-07,0.365239685873934,0.266,0.141,0.00368988056977839
"Arih2",1.47384288849399e-07,0.429831591269967,0.204,0.1,0.00370361979449655
"Uqcrc1",1.51117567077093e-07,0.321215099232296,0.329,0.182,0.00379743334308027
"Trim56",1.52655206093498e-07,0.731291834810416,0.176,0.085,0.00383607267392351
"Cep83",1.56754742769647e-07,0.358304267989763,0.201,0.101,0.00393908993105846
"Chd1",1.58096116786285e-07,0.330254794915024,0.236,0.122,0.00397279731872257
"Rbck1",1.58633832235817e-07,0.582922985935389,0.189,0.091,0.00398630957025386
"Ehd1",1.5986382961328e-07,0.615092182752275,0.294,0.171,0.00401721817435211
"Ap2a2",1.65534292174682e-07,0.384884984227752,0.295,0.164,0.00415971122805757
"Tlr1",1.66588003068128e-07,0.563922542303364,0.163,0.075,0.004186189929099
"Hnrnpa2b1",1.66979180193479e-07,-0.260886882947958,0.943,0.938,0.00419601981908194
"Pomp",1.68406805653064e-07,0.287003112171924,0.846,0.634,0.00423189461925584
"Zfp622",1.73338903140514e-07,0.379211876345522,0.29,0.163,0.00435583329701797
"Nasp",1.75147966961119e-07,0.595653662088057,0.176,0.084,0.00440129326176597
"Zfp207",1.75628869346258e-07,0.436921618850093,0.3,0.169,0.00441337785780211
"Ssr1",1.75974031010158e-07,0.313781617711354,0.347,0.196,0.00442205142525425
"Bdp1",1.76342986455639e-07,0.5372911295998,0.218,0.111,0.00443132290664374
"Nol12",1.77350453367341e-07,0.769852661207897,0.151,0.067,0.00445663954266792
"Tomm7",1.78010884545869e-07,-0.584382040320672,0.619,0.575,0.00447323551775313
"Spag9",1.8392402680757e-07,0.26792684227928,0.565,0.353,0.00462182686964741
"Odc1",1.87984280086971e-07,0.462776696513617,0.324,0.19,0.00472385697430549
"Smad2",1.89582786228569e-07,0.412316021754138,0.168,0.077,0.00476402583513771
"Upf2",1.93796167694684e-07,0.675134216869599,0.197,0.099,0.00486990389799972
"Madd",1.94788277109757e-07,0.519136410368605,0.175,0.083,0.00489483461549109
"Yipf1",1.9498346532324e-07,0.378648674760612,0.232,0.119,0.00489973950010769
"Svbp",1.95524833092589e-07,0.356941897282549,0.415,0.249,0.00491334353078366
"Rgs10",1.96168217888089e-07,-0.410797187437793,0.627,0.682,0.00492951114730978
"Hexa",2.04446649775703e-07,-0.642573061420711,0.533,0.542,0.00513753986221365
"H2-Ab1",2.09915544273029e-07,0.355466087465388,0.672,0.532,0.00527496771203694
"Igf1",2.1043549669211e-07,-0.797970329719905,0.21,0.308,0.00528803359637602
"Adap2",2.12964131933024e-07,0.433516874423739,0.448,0.279,0.00535157567134496
"Tkt",2.15572773162917e-07,0.267665403370891,0.556,0.347,0.00541712821681093
"Rab22a",2.19608516417292e-07,0.645201342539897,0.193,0.095,0.00551854240905013
"Csf3r",2.19732440515205e-07,0.390037068592842,0.243,0.127,0.00552165649770659
"Acsl4",2.19847981806454e-07,0.790344466375369,0.189,0.093,0.00552455993481437
"Hnrnpul2",2.27522709538944e-07,0.256364127639944,0.457,0.27,0.00571741816800412
"Cmtr1",2.41090780373388e-07,0.677470555522018,0.175,0.084,0.00605837022000287
"Arfgap2",2.45685888306155e-07,0.522666934620582,0.191,0.093,0.00617384068724538
"Uvrag",2.48710620245365e-07,0.364865682204709,0.289,0.159,0.00624984917614576
"Plcl2",2.49869563761371e-07,0.760146375882381,0.155,0.07,0.0062789722677595
"Rnase4",2.51025874877428e-07,-0.869239578922275,0.303,0.379,0.00630802920979488
"Copz1",2.52771434233145e-07,0.435536437250128,0.256,0.137,0.0063518933708447
"Eno1",2.53293905533076e-07,0.531103678840755,0.358,0.206,0.00636502255214066
"Snx4",2.57210124532595e-07,0.59470989983731,0.206,0.105,0.00646343321937957
"Ensa",2.65249426376441e-07,0.283599066022915,0.364,0.208,0.00666545283541359
"Lsm10",2.66190807352619e-07,0.597272093272077,0.178,0.084,0.00668910879796396
"Stk19",2.6629849259639e-07,0.515242522998186,0.188,0.091,0.00669181482045467
"Ran",2.66883888297592e-07,0.249708054101317,0.578,0.366,0.0067065252290302
"Ppa1",2.68555901268485e-07,-0.736579985667088,0.2,0.101,0.00674854124297577
"Snrpc",2.73108437731686e-07,0.333551912918583,0.328,0.186,0.00686294193175955
"1110038F14Rik",2.7906057518752e-07,0.593238193999559,0.198,0.101,0.0070125131938872
"Uimc1",2.8364600796977e-07,0.593661489076492,0.166,0.078,0.00712774053427236
"Cript",2.89872468621333e-07,0.210738128477147,0.355,0.201,0.00728420526398548
"Sh3bgrl",2.91412158576773e-07,0.34916345116586,0.538,0.348,0.00732289613287573
"Hhex",2.91550078036287e-07,0.739242169501224,0.206,0.106,0.00732636191097387
"Ppp1r18",2.91708328634278e-07,0.269163021096355,0.453,0.273,0.00733033859025077
"Cd83",2.9595840584715e-07,-0.344754574326364,0.56,0.625,0.00743713878053304
"Plekhb2",2.98975353251528e-07,0.614847429051985,0.154,0.07,0.00751295165185766
"Ythdf1",2.99757296636456e-07,0.600155438794451,0.168,0.08,0.0075326011071775
"Zzef1",3.06518758071482e-07,0.656913761024805,0.162,0.076,0.00770250987157827
"Rps7",3.07779982207369e-07,-0.206778485338619,0.987,0.998,0.00773420317288896
"Wdr43",3.08036615623799e-07,0.524466327824024,0.181,0.087,0.00774065211401045
"Psmd11",3.12275144937105e-07,0.29357056651515,0.32,0.179,0.0078471621171245
"Psmb3",3.16120976502686e-07,0.214419827921508,0.65,0.42,0.00794380401853598
"Cdc42se1",3.19488271645742e-07,0.419850157028627,0.333,0.194,0.00802842077818584
"Itga4",3.24905546775135e-07,0.351535816217673,0.363,0.224,0.00816455148491236
"Ndufs8",3.34697997167333e-07,0.356272892261262,0.42,0.253,0.00841062597081791
"Rac2",3.34916375451005e-07,0.201654119650225,0.581,0.368,0.00841611359870831
"Dph3",3.38890735218128e-07,0.288844885964414,0.295,0.163,0.00851598528529634
"Ahsa1",3.44026487563072e-07,0.399342912212773,0.238,0.125,0.00864504160597242
"Sept9",3.44815892034445e-07,0.751096050278386,0.162,0.077,0.00866487855093356
"Asph",3.49731358901759e-07,0.563270537029734,0.292,0.169,0.00878839931784229
"Rab1a",3.5045158972918e-07,0.313369390646741,0.514,0.324,0.00880649799830457
"Pcgf5",3.56294517094163e-07,0.708460163965526,0.174,0.085,0.00895332492005922
"Stk4",3.6027443706899e-07,0.281419815430531,0.313,0.176,0.00905333632910665
"Arf2",3.63019919385257e-07,0.525650821405636,0.196,0.099,0.00912232755423213
"Ubb",3.65473629569887e-07,-0.281160915633498,0.988,0.996,0.00918398683746169
"Psmc4",3.81829823897311e-07,0.273743075953915,0.316,0.178,0.00959500164471552
"Pvr",3.9004603730953e-07,0.334985127908131,0.183,0.088,0.00980146687155119
"Nop53",3.90373792804294e-07,0.256648019401687,0.398,0.233,0.0098097030393791
"Aqr",3.9054841565562e-07,0.577552051821333,0.153,0.07,0.00981409113701008
"Coro7",3.9114966416024e-07,0.634471622327505,0.178,0.086,0.00982919991068268
"Tent5a",3.9322493920253e-07,0.367758986802813,0.474,0.308,0.00988134949722037
"Bcl2a1d",3.96466742328546e-07,0.34061513747459,0.294,0.169,0.00996281276797403
"Aup1",4.02832853645121e-07,0.210374874578638,0.371,0.211,0.0101227867792482
"Cyb5r4",4.09694179529255e-07,0.485618681137839,0.215,0.111,0.0102952050373906
"Paf1",4.10209823691744e-07,0.468836770225916,0.189,0.092,0.0103081626595498
"Rac1",4.13326682120586e-07,0.221751653939069,0.774,0.544,0.0103864861950082
"Clec12a",4.19322909450575e-07,0.463386207483399,0.424,0.285,0.0105371653915835
"Tomm70a",4.2068662827456e-07,0.50389586414197,0.215,0.113,0.0105714342819114
"Pdlim4",4.24193825264582e-07,0.419530956325667,0.262,0.143,0.0106595666350737
"Brd2",4.27397859082108e-07,0.279287200821672,0.525,0.333,0.0107400808008743
"Nhp2",4.32343718436067e-07,0.361733748022379,0.282,0.156,0.0108643653005799
"Eps8",4.36837911970001e-07,0.63399760516496,0.248,0.14,0.0109772998898941
"Pigt",4.42505515929102e-07,0.427367451474505,0.214,0.11,0.0111197211097824
"Eif4g2",4.43754656938002e-07,-0.306052673750674,0.802,0.747,0.0111511107741951
"Cnot1",4.52287555956585e-07,0.465349001308503,0.227,0.122,0.011365533993633
"Mtch2",4.52640530314405e-07,0.367055672308844,0.238,0.126,0.0113744038862707
"Fbrs",4.57003801331728e-07,0.550068876280896,0.172,0.083,0.011484048523665
"Wwp1",4.59863505145244e-07,-1.00308703628668,0.217,0.298,0.0115559100207948
"Syngr1",4.61044383760677e-07,-1.21403636414539,0.133,0.216,0.0115855843195221
"Ggta1",4.75859325131614e-07,0.609066660698988,0.168,0.08,0.0119578689812323
"Drap1",4.78972339889614e-07,0.349985780018825,0.546,0.345,0.0120360959290861
"Utp11",4.98682909576199e-07,0.447251335434788,0.226,0.119,0.0125314028347403
"Slc37a2",4.99063344998721e-07,0.573714099516219,0.198,0.101,0.0125409627964729
"Sra1",5.03498678664969e-07,0.316477914092159,0.346,0.2,0.012652418296172
"Snd1",5.08056898850438e-07,0.683325914613558,0.188,0.093,0.0127669618112127
"Impa1",5.09916860389197e-07,0.392480381190406,0.185,0.092,0.0128137007847201
"Cnot3",5.12131584205965e-07,0.36680771596865,0.231,0.123,0.0128693545795117
"Khdrbs1",5.12607446764842e-07,0.242782076201843,0.42,0.251,0.0128813125297537
"Pdap1",5.27394110584848e-07,0.28301523772148,0.407,0.247,0.0132528866048866
"Milr1",5.36378735822681e-07,0.298163202051516,0.324,0.187,0.0134786612524881
"Irak1",5.39378180340874e-07,0.469218850811858,0.244,0.132,0.0135540342937858
"Slc38a2",5.47921948489178e-07,0.231183095417388,0.456,0.283,0.0137687306435846
"P4hb",5.57853619609221e-07,0.231461115886855,0.466,0.281,0.0140183036071601
"Copb2",5.60337628186856e-07,0.212514222632852,0.367,0.211,0.0140807242587075
"Psmc6",5.69457761470795e-07,0.216302559308509,0.375,0.218,0.0143099040879996
"mt-Nd5",5.88591845850522e-07,-0.214097597232496,0.786,0.855,0.0147907244943778
"Ppp2r5c",5.89711671612722e-07,0.332478115326208,0.319,0.186,0.0148188645959561
"Uap1l1",6.10996977960079e-07,0.514902140086076,0.256,0.141,0.0153537430591588
"Vps53",6.15949710328453e-07,0.627425485232154,0.162,0.078,0.0154782002708437
"Tubb2a",6.2426108589385e-07,0.365411569088691,0.308,0.179,0.0156870568274266
"Zup1",6.34081858164488e-07,0.46780320735589,0.272,0.154,0.0159338430138154
"Ndufa13",6.37615615811871e-07,-0.364409769145512,0.742,0.706,0.0160226428097365
"Rbm7",6.42053165228688e-07,0.374376099343538,0.275,0.152,0.0161341539890317
"Tcof1",6.47156745737355e-07,0.333467820895767,0.234,0.123,0.016262401863634
"Med12",6.58192391538879e-07,0.616977910658655,0.15,0.069,0.0165397166069805
"Fbl",6.62393022815872e-07,0.330507522667989,0.339,0.198,0.01664527427034
"3830406C13Rik",6.7110278393484e-07,0.515634914901073,0.18,0.089,0.0168641418574986
"Pmvk",6.77956206310922e-07,0.7215121410334,0.168,0.082,0.0170363615083872
"Pik3c2a",6.86923643917021e-07,0.488029644370889,0.206,0.107,0.0172617042479908
"Clk3",6.89641960062691e-07,0.471574018896059,0.154,0.071,0.0173300128144154
"Wdr45b",7.12002450820939e-07,0.614454163698845,0.2,0.104,0.0178919095866794
"Lsm4",7.14248168399984e-07,0.264249654132656,0.406,0.244,0.0179483422237232
"Mlf2",7.25339587337898e-07,0.270125513552604,0.386,0.227,0.018227058490214
"Rnf34",7.26604015115799e-07,0.342612963197174,0.204,0.104,0.0182588322958449
"Hsp90b1",7.36491841164402e-07,-0.28226048269052,0.883,0.876,0.0185073034766203
"Zfp385a",7.37798701444724e-07,0.465000303085691,0.192,0.095,0.0185401435686045
"Hcst",7.44059007378437e-07,0.673347074258611,0.242,0.134,0.0186974587964127
"Atp5j2",7.5627666079365e-07,-0.357861181331509,0.772,0.704,0.0190044762090836
"Sirt7",7.5888908321022e-07,0.392934015347342,0.223,0.118,0.0190701237719896
"Ap1s1",7.87637948411766e-07,0.497866433267214,0.193,0.098,0.0197925540056393
"Aoah",7.89656229150277e-07,0.380588830161223,0.242,0.13,0.0198432713823173
"Psmd3",7.94883755575478e-07,0.429455822835389,0.217,0.114,0.0199746338938562
"Chchd10",8.01735931949063e-07,-1.32533453119151,0.144,0.228,0.020146822233948
"Glud1",8.06314801000029e-07,0.218769630258874,0.57,0.36,0.0202618846343297
"Syncrip",8.11937050790769e-07,0.228021737624716,0.399,0.235,0.0204031661493212
"Tmem179b",8.12817812293265e-07,0.265259739230116,0.309,0.176,0.0204252988051175
"Isoc1",8.32751195196581e-07,0.636384526730191,0.172,0.085,0.0209262047840949
"Tlk2",8.38740098161295e-07,0.631575882579808,0.17,0.084,0.0210766999266952
"Rybp",8.57794650360798e-07,0.489872486871681,0.168,0.083,0.0215555217689165
"Sec62",8.61793413081299e-07,-0.611356809236205,0.513,0.515,0.02165600667732
"Obp1a",8.73405872317703e-07,0.9559788237341,0.392,0.254,0.0219478161654716
"Strap",8.7736904346274e-07,0.473274322666872,0.227,0.121,0.0220474066931752
"Neu1",8.77871138438636e-07,0.256141786916531,0.292,0.164,0.0220600238378245
"Pet100",8.85685130456986e-07,0.230643582682337,0.265,0.145,0.0222563816432536
"Gatad1",8.96333652738864e-07,0.459352184151469,0.227,0.123,0.0225239683596749
"Lcp1",9.34166779905295e-07,0.257017066628943,0.837,0.658,0.0234746770122401
"Lyar",9.39471511783943e-07,0.747467272354429,0.155,0.075,0.0236079796196187
"Picalm",9.43332020909171e-07,0.315599030111198,0.717,0.519,0.0237049903534266
"Tor1aip2",9.46879166472528e-07,0.660454329620303,0.193,0.101,0.0237941265742882
"Zfhx3",9.5088115588708e-07,-0.785744512355249,0.328,0.389,0.0238946925662864
"Tmem251",9.79790858191883e-07,0.460489092365383,0.187,0.093,0.0246211644755038
"Atp6v1c1",9.80612514342622e-07,0.485440529592241,0.29,0.168,0.0246418118729158
"Cops5",9.92702757618754e-07,0.443575622136703,0.262,0.147,0.0249456275962017
"Mdh1",9.99863828310738e-07,-0.6814315215388,0.394,0.438,0.0251255781416205
"Scamp3",1.03156931498681e-06,0.500126407347629,0.2,0.104,0.0259223053163036
"Clk4",1.10896110589058e-06,0.566684667231671,0.195,0.102,0.0278670836299244
"Vrk1",1.12031405600139e-06,0.361707942712616,0.215,0.114,0.028152371913259
"Bag1",1.12538183867582e-06,0.454403504358224,0.544,0.342,0.0282797202240847
"Csnk1g2",1.14567560233499e-06,0.370056724737033,0.232,0.127,0.0287896822110761
"Epb41",1.1511730413796e-06,0.451975823745238,0.211,0.112,0.028927827356828
"Pold3",1.15542246695459e-06,0.670671043172024,0.158,0.077,0.0290346111721019
"Erp44",1.16197099261184e-06,0.423766015257229,0.269,0.151,0.0291991690733429
"Tmem51",1.17079404378811e-06,0.634350075392998,0.163,0.08,0.0294208835263514
"Tmem167",1.17353213736126e-06,0.277823951056494,0.431,0.263,0.0294896890797512
"Dock11",1.19327596504056e-06,0.499491552233087,0.174,0.086,0.0299858317255042
"Vps54",1.2018940622748e-06,0.410144009397857,0.176,0.088,0.0302023958909035
"Rpl29",1.31707307221675e-06,-0.203950967049324,0.948,0.981,0.0330967292317346
"Arfrp1",1.32316997386582e-06,0.664889744862898,0.161,0.079,0.0332499382732742
"Naa15",1.34775160147973e-06,0.273817897629927,0.236,0.128,0.033867649993584
"1810026B05Rik",1.365833429545e-06,0.416210454427384,0.227,0.124,0.0343220282510363
"Atxn7l3b",1.38350395986637e-06,-0.65287085311678,0.465,0.487,0.0347660710074819
"Ykt6",1.41196944063063e-06,0.557387249825452,0.191,0.099,0.0354813800736072
"Uqcr11",1.41839817306957e-06,-0.522458888513314,0.556,0.544,0.0356429276910653
"Cd86",1.42379706120073e-06,0.377874205317996,0.58,0.41,0.0357785963509131
"Junb",1.42438023333215e-06,-0.203514266881119,0.965,0.931,0.0357932508834036
"Cmc1",1.43428564968935e-06,0.485206365631381,0.265,0.15,0.0360421640910436
"Acp5",1.43957332364811e-06,0.233632144153937,0.228,0.13,0.0361750380499533
"Pitpna",1.44921806909161e-06,0.294329182898654,0.672,0.474,0.036417400858203
"Eif5a",1.44972128349278e-06,0.306690726422076,0.805,0.609,0.03643004613289
"Ube2z",1.45728579970039e-06,0.665180030138643,0.155,0.076,0.0366201348606712
"Stab1",1.47259474787289e-06,-1.0487259855338,0.269,0.338,0.0370048334192979
"Cfp",1.47753353686996e-06,0.472501797353981,0.264,0.154,0.0371289402480052
"Frg1",1.5248480500127e-06,0.304396841385147,0.303,0.176,0.0383179066487691
"Ctsd",1.5979920501146e-06,-0.958977760162688,0.718,0.675,0.0401559422273298
"Adgre1",1.60435526008315e-06,-0.598871752100639,0.431,0.475,0.0403158433306294
"Gga1",1.6115594480042e-06,0.523146661178915,0.174,0.087,0.0404968773688976
"Dnajc1",1.63598669482119e-06,0.306277174908246,0.231,0.126,0.0411107096541616
"Kdm1a",1.63971928000776e-06,0.301340708308793,0.242,0.133,0.0412045057873151
"Ddt",1.662279224681e-06,0.528423152793541,0.269,0.155,0.0417714146370089
"Stom",1.67305806963919e-06,-1.75542134565201,0.111,0.187,0.0420422762319632
"Casp3",1.72162875207848e-06,0.491485873016065,0.171,0.086,0.04326280891098
"Abhd12",1.72544724720032e-06,-0.619804742057973,0.419,0.456,0.0433587638748969
"Emd",1.73379228854593e-06,0.292100857614516,0.325,0.191,0.0435684664188707
"Gpr107",1.76091223159747e-06,0.38414047668582,0.158,0.076,0.0442499634678129
"Hypk",1.77573740845901e-06,0.443035256828984,0.197,0.103,0.0446225053371664
"Pole4",1.84214747492077e-06,0.399314449180422,0.214,0.114,0.046291323897284
"Cox6c",1.84960699957806e-06,-0.298819984821583,0.864,0.856,0.046478774292397
"Hipk2",1.85037974671205e-06,0.333447279802166,0.213,0.112,0.0464981926551272
"Pxk",1.85655792075102e-06,0.436328003517874,0.164,0.081,0.0466534439905524
"Azin1",1.85901926462689e-06,0.442000966253168,0.248,0.141,0.0467152951008092
"Brd7",1.86190462522718e-06,0.314837435187318,0.289,0.166,0.0467878013273338
"Becn1",1.87961609155892e-06,0.372528980336525,0.249,0.14,0.0472328727647841
"Nans",1.88439025506595e-06,0.437007149372565,0.188,0.097,0.0473528427195523
"Dnajb11",1.89532540620501e-06,0.244034979888088,0.394,0.24,0.0476276321325256
"Sgk1",1.9822149684314e-06,0.736822952483026,0.256,0.156,0.0498110799417127
"Cd300ld",2.06066426836319e-06,0.41941965030404,0.244,0.137,0.0517824323996985
"Stard3",2.06329350982856e-06,0.283655508012218,0.23,0.123,0.0518485026084819
"Pltp",2.07749524511939e-06,0.455090798282829,0.351,0.231,0.0522053780146052
"Ankrd17",2.0839644217768e-06,0.336141703948897,0.295,0.171,0.0523679419548292
"Fam91a1",2.09180564448812e-06,0.559873872122194,0.155,0.076,0.052564984040342
"Adprh",2.09420836634327e-06,0.247433958458379,0.275,0.156,0.0526253620378401
"Sf3a3",2.10971966103952e-06,0.406300307799177,0.202,0.106,0.053015145362262
"Ppp2r1a",2.14345929241837e-06,0.385563791118172,0.252,0.143,0.0538629885591813
"Pfn1",2.1503297153472e-06,0.208803956468904,0.99,0.949,0.0540356354169598
"Ppp1r14b",2.17514293654566e-06,-0.755838277190788,0.437,0.451,0.0546591668524558
"Arhgap5",2.24294370445956e-06,-1.08855220395285,0.144,0.218,0.0563629323493642
"Ostm1",2.25038456754789e-06,0.608611588008849,0.176,0.089,0.056549913797911
"Crk",2.25969533737971e-06,0.34538987099544,0.257,0.147,0.0567838841330148
"Sav1",2.31605998745749e-06,0.599035061505119,0.162,0.081,0.0582002714248192
"Exosc5",2.32490305745552e-06,0.320236275377625,0.183,0.093,0.0584224889307997
"Tfg",2.32631391891376e-06,0.491370870075662,0.201,0.106,0.0584579424683839
"Marcksl1",2.32858033266438e-06,-0.617993356680601,0.407,0.459,0.0585148951795232
"Psma1",2.39644440541344e-06,0.20785775923364,0.503,0.314,0.0602202514636342
"Ddit3",2.39910714990456e-06,0.404882586885594,0.247,0.14,0.0602871635699518
"Taf12",2.40005125124955e-06,0.546811239051605,0.167,0.084,0.0603108878926499
"Gps2",2.45712362463818e-06,0.357461485856748,0.242,0.133,0.0617450595635328
"Mrps17",2.48018053352963e-06,0.325820832092628,0.247,0.136,0.062324456627066
"Dlst",2.5249359112312e-06,0.345013683486025,0.205,0.109,0.0634491145133289
"Stx8",2.55072822215526e-06,0.39265378929857,0.232,0.128,0.0640972494945395
"Bbip1",2.5598349978337e-06,0.287687255674763,0.273,0.155,0.064326093660563
"Bud31",2.583187569268e-06,0.357900472960996,0.256,0.145,0.0649129204281355
"Olfml3",2.5833127281986e-06,-1.06431396565962,0.184,0.257,0.0649160655469026
"Ndufb11",2.61131735205196e-06,-0.537964577016322,0.569,0.544,0.0656197937397137
"Ndufs4",2.63699046548206e-06,0.251271454274832,0.38,0.227,0.0662649334070986
"Creb3",2.65563345642983e-06,0.531712631128725,0.153,0.073,0.0667334131266252
"Magt1",2.67534961009493e-06,0.220482200028568,0.295,0.169,0.0672288603520756
"Evi2a",2.70389825836662e-06,0.249756612721588,0.573,0.398,0.0679462593344949
"Dok1",2.75900310890204e-06,0.476452535080355,0.188,0.098,0.0693309891235994
"Dctn4",2.76460683571535e-06,0.241009877397644,0.282,0.163,0.0694718051746909
"Ankrd44",2.80156862167335e-06,0.379181082609999,0.258,0.148,0.0704006178940297
"Rnf115",2.83423569657402e-06,0.356412805540283,0.247,0.14,0.0712215088192084
"Plk2",2.93120031946372e-06,0.65685403764354,0.159,0.082,0.0736581328278039
"Trpc4ap",2.98208080216329e-06,0.391195966791559,0.26,0.147,0.0749367084775614
"Alyref",2.98917790221442e-06,0.27179488341612,0.269,0.153,0.0751150515047462
"Agfg1",3.0056244241544e-06,0.387750075807271,0.196,0.105,0.0755283361545759
"Txnrd1",3.05089480352524e-06,0.398012757737112,0.398,0.254,0.0766659355177857
"Srrm2",3.05375755565953e-06,-0.329826571654486,0.847,0.784,0.0767378736161683
"Pmp22",3.06103314715637e-06,-0.566903345499279,0.142,0.224,0.0769207019548924
"Scfd1",3.0714158480028e-06,0.445776370547351,0.219,0.12,0.0771816088444623
"Kpna3",3.10758120374289e-06,0.423891457156991,0.197,0.105,0.0780904080688551
"Smim3",3.14930754530554e-06,0.575235191629639,0.161,0.081,0.0791389493059828
"Limd2",3.17559597488508e-06,0.233372545415639,0.477,0.303,0.0797995512528872
"Ccnt1",3.21003431997481e-06,0.280769809793584,0.239,0.133,0.0806649524266471
"Micu2",3.22802958872274e-06,0.398813304746851,0.185,0.097,0.0811171555350138
"Msi2",3.27943223358411e-06,-1.09532306207957,0.131,0.208,0.0824088525977351
"Adrm1",3.35100655830161e-06,0.436317553501218,0.185,0.097,0.0842074438035611
"Tor1a",3.35376703059926e-06,0.332969980186142,0.219,0.119,0.0842768117119289
"Dbndd2",3.41240425614497e-06,-1.22552481433693,0.106,0.175,0.0857503065526669
"Mgat2",3.42829334848609e-06,0.301079122317665,0.308,0.178,0.086149583554107
