"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Stmn21",0,4.99485464531607,0.929,0.144,0,"11","Stmn2"
"Tubb31",0,3.80292485842172,0.898,0.14,0,"11","Tubb3"
"Elavl31",0,2.70273793376377,0.925,0.189,0,"11","Elavl3"
"Lhx21",0,3.79090360321964,0.867,0.159,0,"11","Lhx2"
"Ebf21",0,2.93316130632355,0.886,0.184,0,"11","Ebf2"
"Uchl11",0,2.77765507482098,0.896,0.199,0,"11","Uchl1"
"Dpysl31",0,5.17205090160707,0.749,0.064,0,"11","Dpysl3"
"Stmn31",0,3.13326614354623,0.833,0.161,0,"11","Stmn3"
"Gap43",0,7.94879180246525,0.676,0.013,0,"11","Gap43"
"Gng8",0,8.38257008147669,0.661,0.006,0,"11","Gng8"
"Rtn11",0,1.96485904818936,0.934,0.295,0,"11","Rtn1"
"Bcl7a1",0,3.16846416366813,0.801,0.184,0,"11","Bcl7a"
"Ebf31",0,2.84744200701265,0.781,0.165,0,"11","Ebf3"
"Kif5c",0,5.05062149623092,0.654,0.043,0,"11","Kif5c"
"Hist3h2ba",0,4.77473156431345,0.651,0.046,0,"11","Hist3h2ba"
"Uncx1",0,3.02593738384788,0.745,0.149,0,"11","Uncx"
"Ncam11",0,2.31282638212553,0.924,0.331,0,"11","Ncam1"
"Basp12",0,2.26689324759456,0.779,0.187,0,"11","Basp1"
"Cebpg1",0,2.74459313394123,0.87,0.293,0,"11","Cebpg"
"Tesc1",0,2.39303697889579,0.775,0.202,0,"11","Tesc"
"Casp3",0,3.38501286199745,0.725,0.153,0,"11","Casp3"
"Rnf1821",0,3.24532033550034,0.684,0.113,0,"11","Rnf182"
"Myt1l1",0,3.19540996695586,0.709,0.139,0,"11","Myt1l"
"Emx21",0,3.76239450989358,0.652,0.091,0,"11","Emx2"
"Pclo1",0,3.10225871965857,0.698,0.149,0,"11","Pclo"
"Ncapg21",0,2.42826440263992,0.695,0.157,0,"11","Ncapg2"
"Ctxn11",0,3.49169573844663,0.619,0.082,0,"11","Ctxn1"
"Atf51",0,1.86800936549965,0.954,0.419,0,"11","Atf5"
"Cldn32",0,2.29064943805547,0.714,0.18,0,"11","Cldn3"
"Sept31",0,2.93888165784152,0.629,0.095,0,"11","Sept3"
"Rufy31",0,1.8298401793088,0.737,0.205,0,"11","Rufy3"
"Nrxn11",0,1.88341051514163,0.747,0.216,0,"11","Nrxn1"
"Mgst31",0,2.21104310351726,0.873,0.347,0,"11","Mgst3"
"Gm136481",0,2.86511619121937,0.648,0.122,0,"11","Gm13648"
"Soga31",0,3.19098739683847,0.605,0.084,0,"11","Soga3"
"Dpysl5",0,5.57646974219328,0.541,0.022,0,"11","Dpysl5"
"Syt111",0,1.98536923419383,0.707,0.19,0,"11","Syt11"
"Ldhb1",0,2.66658105404003,0.939,0.424,0,"11","Ldhb"
"Ebf12",0,2.03343804806862,0.98,0.469,0,"11","Ebf1"
"Fstl51",0,1.63953778517429,0.917,0.41,0,"11","Fstl5"
"Ank21",0,2.11582724724022,0.676,0.169,0,"11","Ank2"
"Cystm11",0,1.79763833359311,0.881,0.374,0,"11","Cystm1"
"Homer21",0,2.91315191421879,0.686,0.181,0,"11","Homer2"
"Socs2",0,3.37427058061619,0.645,0.141,0,"11","Socs2"
"Calb2",0,4.30422787597129,0.546,0.043,0,"11","Calb2"
"Psip11",0,2.4912892798806,0.958,0.456,0,"11","Psip1"
"Qdpr",0,4.14064830326284,0.609,0.108,0,"11","Qdpr"
"Tubb51",0,3.10095951123286,0.89,0.396,0,"11","Tubb5"
"Auts22",0,2.28410260252394,0.768,0.275,0,"11","Auts2"
"Hdac2",0,3.65619565308201,0.637,0.144,0,"11","Hdac2"
"Aplp11",0,1.32318209145931,0.74,0.248,0,"11","Aplp1"
"Bcl11b1",0,3.56279641219727,0.607,0.116,0,"11","Bcl11b"
"Selenom3",0,3.48157051378069,0.72,0.231,0,"11","Selenom"
"Camk2n12",0,3.0055039256024,0.634,0.146,0,"11","Camk2n1"
"Nbea1",0,2.52333201387386,0.636,0.155,0,"11","Nbea"
"Cpsf61",0,2.72553763701767,0.694,0.213,0,"11","Cpsf6"
"Ccdc341",0,2.07844132885861,0.703,0.226,0,"11","Ccdc34"
"Elavl4",0,4.94559476092645,0.535,0.059,0,"11","Elavl4"
"Scn9a1",0,1.30647198640817,0.708,0.237,0,"11","Scn9a"
"Marcks5",0,1.53578508813293,0.836,0.365,0,"11","Marcks"
"Tshz1",0,3.14635209425692,0.602,0.134,0,"11","Tshz1"
"Cby11",0,2.61566386962276,0.597,0.131,0,"11","Cby1"
"Dynll21",0,1.6812154053549,0.848,0.389,0,"11","Dynll2"
"Insm1",0,7.49059324870608,0.458,0.006,0,"11","Insm1"
"Ckmt13",0,2.41855008910427,0.635,0.184,0,"11","Ckmt1"
"Rab6b1",0,1.93867068991337,0.644,0.193,0,"11","Rab6b"
"Dpysl21",0,2.30478961215947,0.622,0.174,0,"11","Dpysl2"
"Twf1",0,2.64601739833737,0.629,0.182,0,"11","Twf1"
"Bex21",0,2.49364231264167,0.56,0.114,0,"11","Bex2"
"Mex3a",0,6.53322723566207,0.456,0.011,0,"11","Mex3a"
"Flrt11",0,1.405622025785,0.639,0.196,0,"11","Flrt1"
"Crabp1",0,5.93356739125345,0.463,0.021,0,"11","Crabp1"
"Map1b1",0,2.35711056762471,0.998,0.556,0,"11","Map1b"
"Fabp5",0,1.83426559890831,0.554,0.115,0,"11","Fabp5"
"Ssbp21",0,2.82603877218762,0.654,0.216,0,"11","Ssbp2"
"Gm1673",0,3.2538009576955,0.508,0.07,0,"11","Gm1673"
"Hmgn31",0,1.50983215159555,0.822,0.385,0,"11","Hmgn3"
"Ank31",0,1.82684382683728,0.64,0.206,0,"11","Ank3"
"Spock11",0,2.29517381996274,0.567,0.136,0,"11","Spock1"
"Tuba1a1",0,2.58970838390839,1,0.571,0,"11","Tuba1a"
"Nlk",0,3.2436325994476,0.515,0.087,0,"11","Nlk"
"Srgap11",0,2.49910630743848,0.538,0.111,0,"11","Srgap1"
"Pafah1b31",0,1.81383628145302,0.631,0.207,0,"11","Pafah1b3"
"Pdap1",0,2.31060097590802,0.889,0.465,0,"11","Pdap1"
"Gnao11",0,2.24218539011309,0.577,0.154,0,"11","Gnao1"
"Klf72",0,1.70022602078901,0.675,0.255,0,"11","Klf7"
"Ddah21",0,3.47284237920429,0.513,0.093,0,"11","Ddah2"
"Fnbp1l",0,2.63459284554804,0.55,0.131,0,"11","Fnbp1l"
"Phactr1",0,3.95241108739226,0.467,0.048,0,"11","Phactr1"
"Enah3",0,2.35290929381416,0.601,0.182,0,"11","Enah"
"Ttc32",0,2.03372302439502,0.623,0.206,0,"11","Ttc3"
"Id41",0,2.43767296906573,0.614,0.197,0,"11","Id4"
"Nrep",0,3.9357718944528,0.453,0.038,0,"11","Nrep"
"Strbp1",0,1.10998366295828,0.747,0.332,0,"11","Strbp"
"Kdm1a",0,2.1801244322082,0.665,0.251,0,"11","Kdm1a"
"Rbm15b1",0,2.26805349497108,0.552,0.138,0,"11","Rbm15b"
"Marcksl12",0,1.60143769048809,0.614,0.2,0,"11","Marcksl1"
"Celf3",0,4.05534093989376,0.45,0.037,0,"11","Celf3"
"Nhlh2",0,7.85532402915772,0.417,0.005,0,"11","Nhlh2"
"Ssx2ip1",0,1.76024520618543,0.604,0.192,0,"11","Ssx2ip"
"Dclk1",0,3.08396914584692,0.451,0.04,0,"11","Dclk1"
"Dcx1",0,3.36546994763278,0.486,0.075,0,"11","Dcx"
"Ift431",0,1.40859995928885,0.634,0.224,0,"11","Ift43"
"1500004A13Rik1",0,3.00133716700402,0.486,0.076,0,"11","1500004A13Rik"
"Jpt12",0,2.19537175577439,0.7,0.29,0,"11","Jpt1"
"Hist2h2be1",0,1.74275545559782,0.565,0.156,0,"11","Hist2h2be"
"Snca1",0,2.1702079778842,0.538,0.131,0,"11","Snca"
"Med12l",0,3.62205080840195,0.47,0.063,0,"11","Med12l"
"Fezf1",0,3.9348684830285,0.464,0.058,0,"11","Fezf1"
"Apbb11",0,2.44557550194917,0.511,0.105,0,"11","Apbb1"
"Smarcc11",0,1.95776879331901,0.64,0.234,0,"11","Smarcc1"
"Ttll71",0,0.794631078216925,0.707,0.303,0,"11","Ttll7"
"Elavl2",0,4.42766719019746,0.436,0.035,0,"11","Elavl2"
"C530008M17Rik",0,2.98231688197508,0.484,0.083,0,"11","C530008M17Rik"
"Zfp6641",0,2.03838847135766,0.581,0.18,0,"11","Zfp664"
"Adgrl31",0,2.5556487848601,0.515,0.115,0,"11","Adgrl3"
"Prrc2b1",0,1.66950252214759,0.79,0.391,0,"11","Prrc2b"
"Dctn11",0,2.00497772149394,0.612,0.213,0,"11","Dctn1"
"Epcam3",0,1.41881875612768,0.936,0.537,0,"11","Epcam"
"Ramac1",0,1.96457161955674,0.634,0.238,0,"11","Ramac"
"Cdh22",0,2.4423063645288,0.499,0.104,0,"11","Cdh2"
"Kdm5b1",0,1.87147854220128,0.611,0.218,0,"11","Kdm5b"
"Bzw2",0,2.30176350503636,0.54,0.148,0,"11","Bzw2"
"Ncoa11",0,1.94414142312437,0.603,0.212,0,"11","Ncoa1"
"Epb41",0,3.16295348847193,0.512,0.122,0,"11","Epb41"
"Cecr21",0,2.33886543969517,0.486,0.096,0,"11","Cecr2"
"Cmtm4",0,2.78004710380913,0.49,0.1,0,"11","Cmtm4"
"Nhlh1",0,10.3019464472726,0.389,0,0,"11","Nhlh1"
"Mlf11",0,1.93400507002678,0.543,0.159,0,"11","Mlf1"
"Tulp42",0,1.61274572823189,0.687,0.304,0,"11","Tulp4"
"Dab2ip1",0,1.99607379911357,0.554,0.171,0,"11","Dab2ip"
"Trnp11",0,1.86551302722492,0.551,0.168,0,"11","Trnp1"
"Zfp644",0,2.56780417891732,0.652,0.272,0,"11","Zfp644"
"Actr1b1",0,2.15547357528894,0.533,0.154,0,"11","Actr1b"
"Msi21",0,1.28930061195798,0.872,0.494,0,"11","Msi2"
"Tia11",0,1.83903459740175,0.581,0.203,0,"11","Tia1"
"Cyfip22",0,1.67707055289806,0.592,0.217,0,"11","Cyfip2"
"Srrm4",0,3.34106388417358,0.427,0.054,0,"11","Srrm4"
"Rasal21",0,2.10479278702483,0.51,0.139,0,"11","Rasal2"
"Cpe3",0,1.36687028176379,0.578,0.207,0,"11","Cpe"
"Tshz21",0,1.16531097147739,0.906,0.536,0,"11","Tshz2"
"Appl11",0,1.64729463385968,0.624,0.254,0,"11","Appl1"
"Ptov11",0,2.01716000083246,0.561,0.193,0,"11","Ptov1"
"Cspp11",0,1.54199158524629,0.613,0.245,0,"11","Cspp1"
"Smarcd2",0,2.74822116155071,0.477,0.11,0,"11","Smarcd2"
"Rcor1",0,3.74297991402209,0.503,0.136,0,"11","Rcor1"
"Fdps1",0,1.75851482276448,0.581,0.215,0,"11","Fdps"
"Gfy1",0,0.619430500201112,0.748,0.382,0,"11","Gfy"
"Arl14epl",0,4.63785553800814,0.393,0.028,0,"11","Arl14epl"
"Kifap31",0,1.51059631790184,0.571,0.207,0,"11","Kifap3"
"Ccni1",0,1.6017905940906,0.659,0.296,0,"11","Ccni"
"Cadm11",0,1.79772722034311,0.551,0.188,0,"11","Cadm1"
"Pkig2",0,1.43005744326749,0.621,0.258,0,"11","Pkig"
"Ube2k1",0,1.54511027835443,0.734,0.371,0,"11","Ube2k"
"1500011B03Rik1",0,1.77714524564909,0.551,0.189,0,"11","1500011B03Rik"
"Lcorl",0,2.20226623041565,0.514,0.152,0,"11","Lcorl"
"Ccp1101",0,2.62953807681829,0.471,0.109,0,"11","Ccp110"
"Ahi11",0,1.57920176930164,0.571,0.209,0,"11","Ahi1"
"Trim661",0,2.7903024289605,0.451,0.09,0,"11","Trim66"
"Arl31",0,1.129689824562,0.645,0.286,0,"11","Arl3"
"Kmt5a1",0,1.6311859975394,0.636,0.277,0,"11","Kmt5a"
"Pnn1",0,1.50794402533493,0.758,0.399,0,"11","Pnn"
"Cntn41",0,1.69063899097465,0.538,0.18,0,"11","Cntn4"
"Rfk1",0,1.50635582003249,0.582,0.224,0,"11","Rfk"
"Gm16579",0,4.67869608126595,0.377,0.022,0,"11","Gm16579"
"Hcfc1r11",0,1.67203410914209,0.693,0.338,0,"11","Hcfc1r1"
"Tspyl41",0,1.22784523754552,0.532,0.18,0,"11","Tspyl4"
"Rbfox21",0,2.12227075514939,0.485,0.133,0,"11","Rbfox2"
"Robo21",0,2.52596764394412,0.439,0.087,0,"11","Robo2"
"Palm1",0,2.19022619922614,0.474,0.124,0,"11","Palm"
"Gdi11",0,1.7443331936631,0.535,0.186,0,"11","Gdi1"
"Ptms3",0,1.56755739600974,0.899,0.55,0,"11","Ptms"
"Kif3a1",0,1.78972443812828,0.502,0.153,0,"11","Kif3a"
"Zmiz11",0,1.32656930042859,0.687,0.339,0,"11","Zmiz1"
"Dync1i21",0,1.45834475753554,0.86,0.512,0,"11","Dync1i2"
"Rbm41",0,2.20045088891338,0.486,0.138,0,"11","Rbm4"
"Sae11",0,1.67557631597968,0.548,0.202,0,"11","Sae1"
"Wdr66",0,3.97091579288452,0.378,0.032,0,"11","Wdr66"
"Cadps1",0,2.63477060623439,0.424,0.078,0,"11","Cadps"
"Faim1",0,1.58124531084295,0.577,0.232,0,"11","Faim"
"Mapk8ip21",0,1.53163896660102,0.486,0.142,0,"11","Mapk8ip2"
"Smarce1",0,1.75281469492144,0.593,0.25,0,"11","Smarce1"
"Sbk1",0,3.47142778531388,0.377,0.035,0,"11","Sbk1"
"Suz121",0,1.90180428536323,0.572,0.23,0,"11","Suz12"
"Ly6h",0,6.22374248719661,0.35,0.008,0,"11","Ly6h"
"Kif1b1",0,1.3870222373241,0.649,0.309,0,"11","Kif1b"
"Sh3bgrl2",0,1.38057859766327,0.777,0.437,0,"11","Sh3bgrl"
"Maco1",0,2.45468181602853,0.508,0.168,0,"11","Maco1"
"Trim351",0,1.62627493105158,0.523,0.184,0,"11","Trim35"
"Magi3",0,3.09190409512308,0.413,0.074,0,"11","Magi3"
"Olig2",0,4.55944177429886,0.363,0.024,0,"11","Olig2"
"Cbx31",0,1.43229201262507,0.725,0.387,0,"11","Cbx3"
"Srsf12",0,1.64920092429843,0.584,0.247,0,"11","Srsf1"
"Fyttd11",0,1.72837469650012,0.544,0.208,0,"11","Fyttd1"
"Fubp12",0,1.48034001957158,0.689,0.353,0,"11","Fubp1"
"Lrrc591",0,1.58531334333731,0.57,0.234,0,"11","Lrrc59"
"Gsk3b1",0,1.24517707677745,0.842,0.506,0,"11","Gsk3b"
"Nav11",0,1.64053145214767,0.51,0.176,0,"11","Nav1"
"Zranb21",0,1.21182392062584,0.699,0.366,0,"11","Zranb2"
"Dtna1",0,2.37432629893571,0.433,0.1,0,"11","Dtna"
"Sinhcaf",0,2.43390752040417,0.462,0.131,0,"11","Sinhcaf"
"Nono",0,1.62052124959669,0.629,0.298,0,"11","Nono"
"Klc11",0,1.79914401061491,0.495,0.165,0,"11","Klc1"
"Tnik",0,3.05175932313155,0.39,0.061,0,"11","Tnik"
"H1fx",0,4.42229683301739,0.355,0.026,0,"11","H1fx"
"Ezh2",0,2.61407771101614,0.426,0.102,0,"11","Ezh2"
"Cyth21",0,1.86160133090409,0.484,0.16,0,"11","Cyth2"
"Serf1",0,2.70956432072848,0.41,0.086,0,"11","Serf1"
"Ift741",0,1.35574441920115,0.502,0.18,0,"11","Ift74"
"Ctnnbip1",0,1.97376894878237,0.451,0.129,0,"11","Ctnnbip1"
"Smarca5",0,2.05257387022718,0.847,0.526,0,"11","Smarca5"
"Rundc3a1",0,1.83503866691325,0.435,0.115,0,"11","Rundc3a"
"Luc7l31",0,1.26224422965758,0.689,0.369,0,"11","Luc7l3"
"Top2b1",0,1.23863378646539,0.688,0.368,0,"11","Top2b"
"Kif5a1",0,2.31344882408495,0.409,0.09,0,"11","Kif5a"
"Zfp608",0,2.20586073454668,0.475,0.156,0,"11","Zfp608"
"Pde6d1",0,0.976646806141839,0.528,0.21,0,"11","Pde6d"
"Hecw1",0,3.23428167953644,0.365,0.048,0,"11","Hecw1"
"Smc31",0,1.30700698930558,0.669,0.353,0,"11","Smc3"
"Mical2",0,2.65665166097886,0.394,0.078,0,"11","Mical2"
"Eid11",0,1.26759303039022,0.862,0.546,0,"11","Eid1"
"Rlf",0,2.26412740163723,0.474,0.158,0,"11","Rlf"
"Cep170",0,1.99144243483293,0.456,0.141,0,"11","Cep170"
"Ube2s1",0,1.75177949191443,0.961,0.646,0,"11","Ube2s"
"Ppp1r14b1",0,1.40889770880095,0.837,0.522,0,"11","Ppp1r14b"
"Mapk8ip11",0,1.95674469146728,0.431,0.118,0,"11","Mapk8ip1"
"Csnk1e",0,1.73955667578167,0.482,0.169,0,"11","Csnk1e"
"Map91",0,2.40932082144224,0.393,0.081,0,"11","Map9"
"Hdlbp1",0,1.69362146161965,0.859,0.547,0,"11","Hdlbp"
"Lman2l1",0,1.74433491644924,0.465,0.154,0,"11","Lman2l"
"2610037D02Rik1",0,2.29994678814308,0.438,0.127,0,"11","2610037D02Rik"
"Cacna2d11",0,1.94669933479251,0.422,0.113,0,"11","Cacna2d1"
"Rd31",0,1.7912580817268,0.435,0.127,0,"11","Rd3"
"Mllt31",0,1.74948386128707,0.471,0.164,0,"11","Mllt3"
"Trim241",0,1.76891025265174,0.484,0.178,0,"11","Trim24"
"Spats2",0,2.76253546392687,0.371,0.065,0,"11","Spats2"
"Saraf1",0,1.31517332727398,0.845,0.539,0,"11","Saraf"
"Kcnq1ot11",0,1.57501237174076,0.598,0.295,0,"11","Kcnq1ot1"
"Jarid22",0,1.92061503765896,0.503,0.2,0,"11","Jarid2"
"Odf2",0,2.07749865716092,0.426,0.124,0,"11","Odf2"
"Phip2",0,1.46663634517563,0.653,0.352,0,"11","Phip"
"Bod1",0,1.92501815600571,0.431,0.13,0,"11","Bod1"
"H1f0",0,1.88274301916208,0.484,0.183,0,"11","H1f0"
"Pygo11",0,1.53676667887438,0.437,0.138,0,"11","Pygo1"
"Kif1a1",0,1.81859084143878,0.426,0.128,0,"11","Kif1a"
"Myef21",0,1.91446993698784,0.423,0.125,0,"11","Myef2"
"Amn1",0,1.93462989192503,0.434,0.136,0,"11","Amn1"
"Rtn41",0,1.14940278698408,0.761,0.463,0,"11","Rtn4"
"Brd1",0,1.62513529242906,0.549,0.253,0,"11","Brd1"
"Pim31",0,2.11710867641155,0.449,0.153,0,"11","Pim3"
"Syt12",0,0.83225099271052,0.479,0.183,0,"11","Syt1"
"Rangap1",0,2.08036644820619,0.413,0.117,0,"11","Rangap1"
"Zc2hc1a1",0,1.80494586361197,0.437,0.144,0,"11","Zc2hc1a"
"Fam171b1",0,2.44013595254497,0.379,0.088,0,"11","Fam171b"
"Prdx2",0,1.99595268867676,0.865,0.574,0,"11","Prdx2"
"Clmn",0,2.55889913582094,0.384,0.093,0,"11","Clmn"
"Clgn1",0,0.982382011910759,0.482,0.191,0,"11","Clgn"
"Cep1261",0,1.74671114907167,0.413,0.122,0,"11","Cep126"
"Gdap11",0,1.9991865681017,0.389,0.099,0,"11","Gdap1"
"Tead1",0,2.3086438615396,0.389,0.099,0,"11","Tead1"
"Ttc5",0,1.84059760626455,0.428,0.138,0,"11","Ttc5"
"Tmsb103",0,1.40928845481231,0.963,0.673,0,"11","Tmsb10"
"Calm31",0,1.03172397224827,0.828,0.538,0,"11","Calm3"
"Ssbp3",0,1.75763876444895,0.457,0.168,0,"11","Ssbp3"
"Hes6",0,3.15143354228209,0.372,0.083,0,"11","Hes6"
"Mphosph82",0,1.52839580271439,0.535,0.247,0,"11","Mphosph8"
"Hmgn14",0,1.29161180326343,0.79,0.502,0,"11","Hmgn1"
"Klc3",0,2.33991413246983,0.382,0.095,0,"11","Klc3"
"Nrp22",0,2.2474457221599,0.405,0.119,0,"11","Nrp2"
"Agap1",0,2.11203580859329,0.395,0.112,0,"11","Agap1"
"Chchd6",0,1.960014069238,0.395,0.112,0,"11","Chchd6"
"Akap17b1",0,2.16332880588697,0.378,0.096,0,"11","Akap17b"
"Ak11",0,0.887391356099214,0.454,0.173,0,"11","Ak1"
"Hnrnpab",0,1.48678709621055,0.743,0.462,0,"11","Hnrnpab"
"Hmgb3",0,2.54629589607854,0.372,0.093,0,"11","Hmgb3"
"Rad54l2",0,2.55314656273025,0.354,0.077,0,"11","Rad54l2"
"Ptpdc11",0,2.34298073510551,0.353,0.077,0,"11","Ptpdc1"
"Alms1",0,2.33139262249221,0.362,0.087,0,"11","Alms1"
"Gse1",0,2.25477640279281,0.365,0.091,0,"11","Gse1"
"Nsmf1",0,1.98686843168941,0.377,0.104,0,"11","Nsmf"
"Atxn7l3b1",0,1.31632846999268,0.95,0.678,0,"11","Atxn7l3b"
"Efna31",0,1.10383977510967,0.412,0.141,0,"11","Efna3"
"Ankrd10",0,2.03581367260451,0.388,0.122,0,"11","Ankrd10"
"Bcl2l1",0,2.0417973546117,0.372,0.107,0,"11","Bcl2l1"
"Add21",0,2.15317299618047,0.351,0.086,0,"11","Add2"
"Smchd12",0,2.38323464669461,0.56,0.298,0,"11","Smchd1"
"Ndufaf3",0,1.82429617985895,0.418,0.156,0,"11","Ndufaf3"
"Mapk8",0,2.13144383750894,0.354,0.092,0,"11","Mapk8"
"Rev3l",0,2.14748948689742,0.405,0.146,0,"11","Rev3l"
"Hnrnpa01",0,1.17388719143328,0.799,0.544,0,"11","Hnrnpa0"
"Ldb1",0,1.93850112675895,0.378,0.128,0,"11","Ldb1"
"Sertad2",0,2.22960263822029,0.402,0.163,0,"11","Sertad2"
"Chd4",0,1.33719482001339,0.861,0.623,0,"11","Chd4"
"Gnb11",0,0.944627600107906,0.944,0.716,0,"11","Gnb1"
"Zmynd81",0,2.00483986171596,0.453,0.237,0,"11","Zmynd8"
"Selenow2",0,0.914850869967254,0.907,0.713,0,"11","Selenow"
"Atpif12",0,0.939589129842727,0.961,0.783,0,"11","Atpif1"
"Map1lc3b1",0,0.967651054483912,0.907,0.736,0,"11","Map1lc3b"
"Hnrnpa11",0,1.2662793309898,0.591,0.422,0,"11","Hnrnpa1"
"Ywhae1",0,1.16984436740624,0.964,0.803,0,"11","Ywhae"
"Selenok1",0,0.926111190327771,0.919,0.777,0,"11","Selenok"
"Sumo21",0,1.08463861763289,0.964,0.825,0,"11","Sumo2"
"Dynll11",0,0.810828244452487,0.947,0.823,0,"11","Dynll1"
"Eif4g21",0,1.04027807908823,0.969,0.851,0,"11","Eif4g2"
"Hsp90aa11",0,0.760807303402903,0.98,0.869,0,"11","Hsp90aa1"
"Ndufa41",0,0.966701449220904,0.983,0.886,0,"11","Ndufa4"
"Chchd21",0,0.90463964018183,0.994,0.966,0,"11","Chchd2"
"Ptma",0,2.28658719654998,1,0.986,0,"11","Ptma"
"Hsp90ab11",0,0.657511554287457,1,0.989,0,"11","Hsp90ab1"
"H3f3a2",0,0.70337990877334,0.995,0.987,0,"11","H3f3a"
"Snrpe2",1.48219693752374e-323,1.09392605428548,0.726,0.499,3.72461268430341e-319,"11","Snrpe"
"Dctn31",1.73911107336119e-321,1.1792647907793,0.698,0.383,4.37021221624933e-317,"11","Dctn3"
"Afap1",4.24254170083878e-320,2.06786758138923,0.353,0.098,1.06610830400378e-315,"11","Afap1"
"Abcd21",1.40650608058086e-319,2.02113651402224,0.374,0.11,3.53440912989164e-315,"11","Abcd2"
"Pbx31",9.89732064375019e-319,1.88194595890338,0.395,0.12,2.48709770456798e-314,"11","Pbx3"
"Uba2",8.43404147980571e-318,1.57219374828481,0.499,0.192,2.11939028346038e-313,"11","Uba2"
"Rhoq1",1.05435585085105e-317,1.60930743101734,0.497,0.193,2.64949081760361e-313,"11","Rhoq"
"Akap91",1.8559442588302e-317,1.0924922281229,0.758,0.457,4.66380232801442e-313,"11","Akap9"
"Hdgf2",9.88698824889871e-317,1.25044475282993,0.598,0.374,2.48450127706576e-312,"11","Hdgf"
"Ip6k21",1.41679420715047e-316,0.935532468752333,0.468,0.185,3.56026216314842e-312,"11","Ip6k2"
"Syt71",1.66037449933796e-316,1.94497248995932,0.381,0.111,4.17235507938635e-312,"11","Syt7"
"Tnrc6c1",8.5894783856994e-316,1.10900617246336,0.743,0.423,2.1584500235424e-311,"11","Tnrc6c"
"Nsg11",3.2219962052984e-314,0.770045484464207,0.731,0.395,8.09655426429435e-310,"11","Nsg1"
"Pkia1",1.40014304754168e-312,1.68487663366073,0.408,0.124,3.51841946416748e-308,"11","Pkia"
"Prkx",3.35337398893763e-311,1.68876697338676,0.454,0.165,8.42669349680136e-307,"11","Prkx"
"Stmn41",1.33735254452329e-310,1.87010927627778,0.408,0.127,3.36063320913258e-306,"11","Stmn4"
"Prnp1",3.4704109463603e-308,1.13840994625772,0.581,0.25,8.7207956671088e-304,"11","Prnp"
"Mat2b1",6.17193711318256e-305,1.30524266424579,0.618,0.314,1.55094607717165e-300,"11","Mat2b"
"Srpk21",1.28209344377088e-302,1.30438370117436,0.607,0.292,3.22177261485185e-298,"11","Srpk2"
"Nras",9.68696247865976e-302,1.71592783062378,0.429,0.165,2.43423680126241e-297,"11","Nras"
"Fzd31",2.36746672772882e-301,1.89168676596841,0.381,0.118,5.94920714010975e-297,"11","Fzd3"
"Cfap361",1.15476077041964e-300,0.948321764036773,0.587,0.265,2.90179833998751e-296,"11","Cfap36"
"Camta11",5.08608391946952e-298,1.71559655380794,0.427,0.154,1.2780820281235e-293,"11","Camta1"
"Mxi11",1.57165653835707e-296,1.66543533773752,0.436,0.152,3.94941571523748e-292,"11","Mxi1"
"Scg51",2.2090412268818e-296,1.71045967018554,0.394,0.121,5.55109969903127e-292,"11","Scg5"
"Cfap201",1.15038261937108e-295,1.34632576049847,0.567,0.249,2.89079648421759e-291,"11","Cfap20"
"Hnrnpa2b1",2.26337105915171e-295,0.611893637876507,0.988,0.951,5.68762513454233e-291,"11","Hnrnpa2b1"
"Ubap2",1.48677375757011e-291,1.75145412105394,0.407,0.139,3.73611377539794e-287,"11","Ubap2"
"Evl",2.77143346437974e-291,1.56516053360121,0.436,0.15,6.96433515263984e-287,"11","Evl"
"Psmc51",8.28298157541726e-291,1.17200069085171,0.667,0.363,2.0814304400866e-286,"11","Psmc5"
"Rbm4b",4.40706859883318e-290,1.83928267575868,0.378,0.121,1.10745226820079e-285,"11","Rbm4b"
"Dnaja11",9.89646543982382e-290,0.620396760179397,0.961,0.854,2.48688280037333e-285,"11","Dnaja1"
"BC0493521",1.60935948986921e-289,1.57982551555786,0.395,0.124,4.04415946209235e-285,"11","BC049352"
"R3hdm11",3.34334921860222e-288,1.32860642950489,0.579,0.273,8.40150225142551e-284,"11","R3hdm1"
"Cplx21",9.23177459698011e-288,1.44961712935135,0.413,0.138,2.31985263847513e-283,"11","Cplx2"
"Mapk101",9.49774026482882e-287,1.76873277611614,0.364,0.106,2.38668715114883e-282,"11","Mapk10"
"Ywhaq2",2.90127737039758e-286,0.918852253076375,0.812,0.546,7.29061990407207e-282,"11","Ywhaq"
"Hnrnpk",3.98427987022825e-284,0.719663609766288,0.911,0.8,1.00120968858966e-279,"11","Hnrnpk"
"Fam89b",9.27914119939842e-284,1.76348414203127,0.396,0.135,2.33175539199683e-279,"11","Fam89b"
"Pbrm11",3.85164383833105e-283,1.1481931044724,0.671,0.387,9.67879580134209e-279,"11","Pbrm1"
"Vim3",1.21683936736519e-281,0.511055768679685,0.632,0.324,3.05779564625197e-277,"11","Vim"
"Bex32",1.50520951577647e-281,1.28468504532933,0.564,0.252,3.78244099219468e-277,"11","Bex3"
"Retreg12",2.6664680669502e-281,1.15094901895552,0.582,0.263,6.70056760543915e-277,"11","Retreg1"
