"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gsk3b",0,1.60914352795983,0.849,0.439,0,"0","Gsk3b"
"Scn3b",0,4.95243585821686,0.424,0.015,0,"0","Scn3b"
"Sdc2",0,2.7630273069619,0.474,0.065,0,"0","Sdc2"
"Lrrc10b",0,4.87169965051263,0.422,0.013,0,"0","Lrrc10b"
"Zranb2",0,1.4466298397413,0.707,0.299,0,"0","Zranb2"
"Usp21",0,4.27163512472607,0.435,0.028,0,"0","Usp21"
"Erlec1",0,1.96953153410948,0.589,0.182,0,"0","Erlec1"
"Sdc3",0,2.13669371053631,0.527,0.121,0,"0","Sdc3"
"Calm3",0,1.55416211333567,0.876,0.471,0,"0","Calm3"
"Slc4a8",0,4.52755280999595,0.424,0.019,0,"0","Slc4a8"
"Epcam",0,0.871849342899387,0.875,0.473,0,"0","Epcam"
"Dnajb13",0,6.06752776966995,0.409,0.007,0,"0","Dnajb13"
"Rpgrip1l",0,3.83759169021144,0.436,0.035,0,"0","Rpgrip1l"
"Bcl11a",0,1.87378258469164,0.535,0.135,0,"0","Bcl11a"
"Soga3",0,3.78543532497978,0.424,0.025,0,"0","Soga3"
"Timm17a",0,1.81076222745383,0.6,0.202,0,"0","Timm17a"
"Lrba",0,2.73890523563589,0.479,0.081,0,"0","Lrba"
"Nav1",0,2.18653360789391,0.508,0.111,0,"0","Nav1"
"Uckl1os",0,6.19818327488705,0.403,0.006,0,"0","Uckl1os"
"Dctn3",0,1.47512205994317,0.715,0.318,0,"0","Dctn3"
"Emc7",0,1.61484191224072,0.684,0.288,0,"0","Emc7"
"Nsmf",0,3.56896166672835,0.433,0.037,0,"0","Nsmf"
"Tex52",0,6.48189352219882,0.401,0.005,0,"0","Tex52"
"Rasal2",0,2.49957882409315,0.472,0.076,0,"0","Rasal2"
"5330413P13Rik",0,5.62176497290653,0.404,0.009,0,"0","5330413P13Rik"
"Nbea",0,2.328997077045,0.488,0.096,0,"0","Nbea"
"Pcmt1",0,1.68867150800668,0.608,0.216,0,"0","Pcmt1"
"Abhd17a",0,1.59963595963725,0.629,0.238,0,"0","Abhd17a"
"Gcnt2",0,1.68515230071869,0.521,0.13,0,"0","Gcnt2"
"Morn2",0,3.25048773891677,0.444,0.053,0,"0","Morn2"
"Ngrn",0,2.71237782227882,0.469,0.078,0,"0","Ngrn"
"Htatip2",0,2.75864044778388,0.474,0.084,0,"0","Htatip2"
"Rexo2",0,1.38557274842418,0.69,0.3,0,"0","Rexo2"
"Trim45",0,5.99778277213204,0.397,0.008,0,"0","Trim45"
"Mat2b",0,1.48427184967271,0.639,0.25,0,"0","Mat2b"
"Rhoq",0,2.25737655464174,0.518,0.129,0,"0","Rhoq"
"Dusp14",0,4.22323430786475,0.412,0.023,0,"0","Dusp14"
"Drc1",0,5.53947408764331,0.395,0.007,0,"0","Drc1"
"Cyb561",0,3.35877103089092,0.436,0.048,0,"0","Cyb561"
"Eid1",0,1.50357042342129,0.87,0.483,0,"0","Eid1"
"Gabbr1",0,3.11566769771613,0.44,0.053,0,"0","Gabbr1"
"Ubl3",0,1.54046411382475,0.706,0.321,0,"0","Ubl3"
"Ube2s",0,2.01025815394625,0.967,0.583,0,"0","Ube2s"
"Zmiz1",0,1.36540615251545,0.661,0.277,0,"0","Zmiz1"
"Rarg",0,2.52003537441317,0.477,0.093,0,"0","Rarg"
"Vdac1",0,1.37762814854449,0.722,0.339,0,"0","Vdac1"
"Mrps33",0,1.41760821067139,0.713,0.331,0,"0","Mrps33"
"D430042O09Rik",0,2.51649883102778,0.47,0.089,0,"0","D430042O09Rik"
"Fam171b",0,3.8410638830269,0.405,0.025,0,"0","Fam171b"
"Ube2k",0,1.39674098386542,0.691,0.311,0,"0","Ube2k"
"Mt2",0,0.88157411766264,0.569,0.189,0,"0","Mt2"
"Ckmt1",0,1.73709432110724,0.505,0.126,0,"0","Ckmt1"
"Cds1",0,2.72903894887473,0.448,0.069,0,"0","Cds1"
"Mapkap1",0,1.74020562412567,0.571,0.192,0,"0","Mapkap1"
"Rnf220",0,2.25642242825696,0.492,0.114,0,"0","Rnf220"
"Golga4",0,1.58510650517778,0.629,0.251,0,"0","Golga4"
"Ppdpf",0,1.37397960535895,0.66,0.283,0,"0","Ppdpf"
"Cycs",0,1.36867474727136,0.684,0.308,0,"0","Cycs"
"Ckap5",0,2.07000608296807,0.509,0.133,0,"0","Ckap5"
"Saxo2",0,4.95360485124521,0.387,0.011,0,"0","Saxo2"
"Gkap1",0,2.23954248013393,0.489,0.113,0,"0","Gkap1"
"Ccpg1os",0,3.6977145609828,0.408,0.033,0,"0","Ccpg1os"
"Ift88",0,3.37483415795941,0.416,0.042,0,"0","Ift88"
"Actr1b",0,2.37583280434762,0.468,0.095,0,"0","Actr1b"
"Tmod2",0,3.61079485125531,0.4,0.027,0,"0","Tmod2"
"Megf9",0,2.67587226877233,0.445,0.073,0,"0","Megf9"
"Eno1",0,1.03949892119338,0.615,0.243,0,"0","Eno1"
"Ndufv3",0,2.02387496412231,0.93,0.558,0,"0","Ndufv3"
"Akap17b",0,3.53245990198628,0.406,0.034,0,"0","Akap17b"
"Cetn2",0,1.5885243516522,0.587,0.215,0,"0","Cetn2"
"Fhad1",0,4.92743764293938,0.383,0.012,0,"0","Fhad1"
"Ndufa5",0,1.39066386947102,0.775,0.404,0,"0","Ndufa5"
"Trim35",0,1.88975801279408,0.495,0.124,0,"0","Trim35"
"Tnfrsf21",0,2.70505825318997,0.443,0.072,0,"0","Tnfrsf21"
"Tmem64",0,2.11495607701809,0.491,0.121,0,"0","Tmem64"
"Gabbr2",0,5.37786504078612,0.379,0.009,0,"0","Gabbr2"
"Map3k19",0,5.88375880380985,0.376,0.007,0,"0","Map3k19"
"Map1lc3a",0,0.99707066818138,0.769,0.4,0,"0","Map1lc3a"
"Pcmtd2",0,2.13184693883555,0.484,0.115,0,"0","Pcmtd2"
"Mrpl51",0,1.48048281428655,0.647,0.278,0,"0","Mrpl51"
"Gk5",0,3.22768572832756,0.412,0.043,0,"0","Gk5"
"Gm17018",0,2.23243617629606,0.485,0.116,0,"0","Gm17018"
"Micu3",0,3.22890898886818,0.417,0.049,0,"0","Micu3"
"Cadm1",0,1.86976941191949,0.497,0.129,0,"0","Cadm1"
"Emx2",0,2.80903668959362,0.406,0.039,0,"0","Emx2"
"Tmem30a",0,1.35733658741938,0.661,0.295,0,"0","Tmem30a"
"Adh5",0,1.50699386393658,0.626,0.26,0,"0","Adh5"
"Tsc22d1",0,0.919257359698181,0.838,0.472,0,"0","Tsc22d1"
"Arl13b",0,2.40091571375166,0.461,0.095,0,"0","Arl13b"
"Tulp4",0,1.4498393603086,0.612,0.246,0,"0","Tulp4"
"Polr2c",0,1.67423966475278,0.566,0.2,0,"0","Polr2c"
"Dtx1",0,4.21469311364029,0.381,0.017,0,"0","Dtx1"
"Cadps",0,4.15589303763857,0.384,0.02,0,"0","Cadps"
"Robo2",0,3.72488949590617,0.393,0.029,0,"0","Robo2"
"Palm",0,2.63678509745437,0.429,0.066,0,"0","Palm"
"Pcdh17",0,2.43046414371725,0.439,0.077,0,"0","Pcdh17"
"Gldc",0,6.67162341763256,0.366,0.004,0,"0","Gldc"
"Myef2",0,2.72179580787516,0.426,0.066,0,"0","Myef2"
"Tmem33",0,1.93806964072382,0.512,0.152,0,"0","Tmem33"
"Mgat4b",0,2.50998263731679,0.449,0.089,0,"0","Mgat4b"
"Abcc1",0,2.79138746390624,0.436,0.076,0,"0","Abcc1"
"Dcx",0,3.64009786477,0.38,0.02,0,"0","Dcx"
"Slc25a33",0,2.91251055999978,0.417,0.058,0,"0","Slc25a33"
"Sult4a1",0,4.64975538101031,0.373,0.014,0,"0","Sult4a1"
"Selenos",0,1.38001880976032,0.834,0.476,0,"0","Selenos"
"Nin",0,1.77561819228043,0.529,0.171,0,"0","Nin"
"Wdr35",0,3.80614404634068,0.387,0.03,0,"0","Wdr35"
"Dnm1l",0,1.93615711418877,0.499,0.143,0,"0","Dnm1l"
"Jhy",0,6.32125155059276,0.36,0.005,0,"0","Jhy"
"Ccdc40",0,5.8827952108604,0.361,0.006,0,"0","Ccdc40"
"Fkbp2",0,1.38078985529159,0.693,0.338,0,"0","Fkbp2"
"Rnf150",0,3.41276439087422,0.395,0.041,0,"0","Rnf150"
"Gabarapl2",0,1.64885059300559,0.921,0.568,0,"0","Gabarapl2"
"Epb41l1",0,3.73784754761941,0.386,0.033,0,"0","Epb41l1"
"Cacna1d",0,2.85989500653807,0.409,0.056,0,"0","Cacna1d"
"2810013P06Rik",0,1.66685749284065,0.498,0.146,0,"0","2810013P06Rik"
"Abcd2",0,3.03315348944205,0.403,0.052,0,"0","Abcd2"
"R3hdm1",0,1.50718171926602,0.567,0.216,0,"0","R3hdm1"
"Atp2a2",0,1.30021432307903,0.631,0.28,0,"0","Atp2a2"
"Eif4a2",0,1.16950790792682,0.769,0.419,0,"0","Eif4a2"
"Abhd3",0,5.1175404811239,0.362,0.012,0,"0","Abhd3"
"Ube2e1",0,1.55904244113327,0.559,0.21,0,"0","Ube2e1"
"Brinp2",0,5.09959119905426,0.36,0.011,0,"0","Brinp2"
"Rab36",0,4.77891934207206,0.363,0.014,0,"0","Rab36"
"Nsg2",0,4.16811818646051,0.367,0.018,0,"0","Nsg2"
"Tmprss6",0,4.7207818042104,0.361,0.012,0,"0","Tmprss6"
"Zbtb7b",0,2.69628012281226,0.417,0.069,0,"0","Zbtb7b"
"Ppargc1a",0,3.92412724025625,0.375,0.027,0,"0","Ppargc1a"
"Brdt",0,4.77997476014707,0.36,0.012,0,"0","Brdt"
"Pacrg",0,5.62929808311965,0.355,0.007,0,"0","Pacrg"
"Gm10138",0,3.26241683216648,0.385,0.038,0,"0","Gm10138"
"Stx12",0,2.15172780324294,0.458,0.111,0,"0","Stx12"
"Sun1",0,2.55717149471308,0.424,0.078,0,"0","Sun1"
"Cetn3",0,1.29776124628939,0.643,0.298,0,"0","Cetn3"
"1700123O20Rik",0,2.07270447271555,0.466,0.121,0,"0","1700123O20Rik"
"Eml5",0,4.21217785155851,0.365,0.02,0,"0","Eml5"
"Galnt14",0,4.77753875694442,0.359,0.014,0,"0","Galnt14"
"B230219D22Rik",0,1.26190585459821,0.631,0.287,0,"0","B230219D22Rik"
"Tubb4b",0,2.31866136564764,0.981,0.638,0,"0","Tubb4b"
"Hrk",0,4.52787831034842,0.356,0.013,0,"0","Hrk"
"Ctxn1",0,3.03947695337452,0.377,0.034,0,"0","Ctxn1"
"Zbtb38",0,1.79467744006573,0.499,0.156,0,"0","Zbtb38"
"Tspan13",0,0.898049422650531,0.63,0.288,0,"0","Tspan13"
"Klc1",0,2.06439036424062,0.453,0.111,0,"0","Klc1"
"Dctn1",0,1.72087740882411,0.503,0.161,0,"0","Dctn1"
"Ptprr",0,4.19269747367097,0.356,0.014,0,"0","Ptprr"
"Ttc8",0,4.18196161954271,0.364,0.022,0,"0","Ttc8"
"Kif21a",0,1.70717741599763,0.48,0.138,0,"0","Kif21a"
"Tollip",0,2.85346015653179,0.402,0.061,0,"0","Tollip"
"Emc4",0,1.83278175195256,0.502,0.161,0,"0","Emc4"
"Dhx36",0,1.35287311512069,0.595,0.254,0,"0","Dhx36"
"Lingo2",0,5.03176055342614,0.351,0.01,0,"0","Lingo2"
"Gnb1",0,3.41552210154619,1,0.659,0,"0","Gnb1"
"Trappc4",0,1.34019227022992,0.614,0.273,0,"0","Trappc4"
"Armc2",0,5.33549880742136,0.35,0.009,0,"0","Armc2"
"Agpat3",0,1.98330041932285,0.469,0.128,0,"0","Agpat3"
"Kcnk10",0,4.87747241873342,0.353,0.012,0,"0","Kcnk10"
"1700088E04Rik",0,4.55690419965066,0.356,0.015,0,"0","1700088E04Rik"
"Ankrd12",0,1.16589831187073,0.784,0.444,0,"0","Ankrd12"
"Hdlbp",0,1.34949622236626,0.832,0.492,0,"0","Hdlbp"
"Psmb7",0,1.38592636453147,0.613,0.274,0,"0","Psmb7"
"Akap9",0,1.22339573262691,0.741,0.402,0,"0","Akap9"
"Cldn3",0,1.17382674044424,0.472,0.133,0,"0","Cldn3"
"Wbp1",0,2.30508429559025,0.434,0.095,0,"0","Wbp1"
"Bnip3",0,2.02136806943186,0.434,0.095,0,"0","Bnip3"
"Cd81",0,0.986741958957067,0.935,0.597,0,"0","Cd81"
"Mllt3",0,2.09404411376029,0.448,0.11,0,"0","Mllt3"
"Fzd3",0,2.78675813148157,0.4,0.062,0,"0","Fzd3"
"Tmx3",0,1.65278162710433,0.518,0.18,0,"0","Tmx3"
"Got1",0,2.06170402712806,0.447,0.109,0,"0","Got1"
"Ndufaf4",0,2.22880567367103,0.435,0.097,0,"0","Ndufaf4"
"Sh3bgrl",0,1.10114132944885,0.722,0.384,0,"0","Sh3bgrl"
"1500004A13Rik",0,3.63193470196156,0.362,0.025,0,"0","1500004A13Rik"
"Ptpdc1",0,3.90151105815854,0.359,0.022,0,"0","Ptpdc1"
"Dpm1",0,1.31964259245394,0.621,0.285,0,"0","Dpm1"
"Kazn",0,3.86631958683577,0.362,0.026,0,"0","Kazn"
"Kmt5a",0,1.49137724181961,0.56,0.225,0,"0","Kmt5a"
"Hnrnpr",0,1.22055160640013,0.624,0.29,0,"0","Hnrnpr"
"Arhgef12",0,1.40780675496856,0.53,0.196,0,"0","Arhgef12"
"Mdh1",0,1.52520806208725,0.913,0.58,0,"0","Mdh1"
"Cbx8",0,4.00441292638297,0.355,0.023,0,"0","Cbx8"
"Wdr60",0,2.78602158919446,0.393,0.062,0,"0","Wdr60"
"Bmpr2",0,1.32987409379329,0.518,0.188,0,"0","Bmpr2"
"Pbx3",0,2.62142866332877,0.396,0.066,0,"0","Pbx3"
"Golgb1",0,1.21530238521159,0.621,0.291,0,"0","Golgb1"
"Nqo1",0,5.0511431579709,0.387,0.058,0,"0","Nqo1"
"Dlg1",0,2.23074481754009,0.431,0.102,0,"0","Dlg1"
"Puf60",0,1.47939407137191,0.539,0.211,0,"0","Puf60"
"Kctd17",0,3.10569105075863,0.369,0.041,0,"0","Kctd17"
"Mrpl41",0,1.73065708032546,0.489,0.161,0,"0","Mrpl41"
"Timm8b",0,1.28576773081715,0.597,0.269,0,"0","Timm8b"
"Klc2",0,3.91631636211871,0.352,0.024,0,"0","Klc2"
"Ddit3",0,2.17226349428498,0.456,0.129,0,"0","Ddit3"
"Atp6v1d",0,1.13441286785605,0.621,0.294,0,"0","Atp6v1d"
"Epb41l3",0,3.11025030312833,0.374,0.047,0,"0","Epb41l3"
"Map9",0,3.59091425778005,0.356,0.029,0,"0","Map9"
"Ndufab1",0,1.16072644249995,0.715,0.389,0,"0","Ndufab1"
"Irak1bp1",0,3.46267112214467,0.36,0.034,0,"0","Irak1bp1"
"Oaz2",0,1.8019648682352,0.448,0.123,0,"0","Oaz2"
"Sltm",0,1.16896147705205,0.64,0.315,0,"0","Sltm"
"Bcl11b",0,1.90314798407113,0.394,0.069,0,"0","Bcl11b"
"Top2b",0,1.08689391900889,0.64,0.316,0,"0","Top2b"
"Bbs4",0,3.5841640564827,0.354,0.03,0,"0","Bbs4"
"Cirbp",0,1.0988247088034,0.641,0.318,0,"0","Cirbp"
"Kif2a",0,1.61837960313428,0.493,0.17,0,"0","Kif2a"
"Prune2",0,3.51908631005116,0.352,0.029,0,"0","Prune2"
"H2afy",0,1.39650804724885,0.908,0.586,0,"0","H2afy"
"Pkig",0,1.07622557816156,0.529,0.208,0,"0","Pkig"
"Ndfip2",0,1.54502964554828,0.498,0.177,0,"0","Ndfip2"
"Kdm5b",0,1.51919194848293,0.49,0.169,0,"0","Kdm5b"
"Ppp3cb",0,1.67534419103074,0.476,0.155,0,"0","Ppp3cb"
"Aco2",0,1.50961208159841,0.524,0.204,0,"0","Aco2"
"Nfe2l2",0,0.919723724658117,0.785,0.465,0,"0","Nfe2l2"
"Tenm2",0,3.39925650797427,0.358,0.038,0,"0","Tenm2"
"Dynlrb1",0,1.07567349635646,0.699,0.379,0,"0","Dynlrb1"
"Schip1",0,3.36564637457658,0.354,0.034,0,"0","Schip1"
"Otud3",0,3.58567846839418,0.352,0.032,0,"0","Otud3"
"Kcnab2",0,3.46303683391876,0.354,0.034,0,"0","Kcnab2"
"Tmf1",0,1.31883256666182,0.56,0.241,0,"0","Tmf1"
"Xpr1",0,1.76192563386523,0.458,0.139,0,"0","Xpr1"
"Herc1",0,1.47329302921536,0.518,0.199,0,"0","Herc1"
"Hnrnph1",0,1.03164238740123,0.661,0.342,0,"0","Hnrnph1"
"Rab11fip4",0,3.18630554441853,0.357,0.038,0,"0","Rab11fip4"
"Ubxn6",0,1.61003160082679,0.494,0.175,0,"0","Ubxn6"
"Ift80",0,3.47000144631859,0.35,0.032,0,"0","Ift80"
"Ccpg1",0,1.08395357896813,0.567,0.249,0,"0","Ccpg1"
"Pigp",0,1.41189163350444,0.531,0.214,0,"0","Pigp"
"B230118H07Rik",0,2.49869943363923,0.391,0.074,0,"0","B230118H07Rik"
"Pnn",0,1.03054319685442,0.666,0.35,0,"0","Pnn"
"Spcs1",0,1.20606025949879,0.767,0.451,0,"0","Spcs1"
"Suco",0,1.64706512213208,0.476,0.16,0,"0","Suco"
"Atxn7l3b",0,1.60749139629039,0.942,0.626,0,"0","Atxn7l3b"
"Purb",0,1.28254723473554,0.843,0.527,0,"0","Purb"
"Ndufb3",0,1.17705041997106,0.794,0.479,0,"0","Ndufb3"
"Ptn",0,0.60880549698173,0.489,0.174,0,"0","Ptn"
"Unc45a",0,2.38849080234753,0.396,0.081,0,"0","Unc45a"
"Hspa4",0,1.13884587535024,0.654,0.339,0,"0","Hspa4"
"Glo1",0,1.74637948590317,0.488,0.173,0,"0","Glo1"
"Sorbs2",0,1.5975282030829,0.413,0.098,0,"0","Sorbs2"
"Nfix",0,1.64910221073996,0.586,0.271,0,"0","Nfix"
"Igf1r",0,1.3020036958753,0.522,0.208,0,"0","Igf1r"
"Cecr2",0,2.13817520791571,0.363,0.049,0,"0","Cecr2"
"Gas2l1",0,3.09777661388451,0.358,0.045,0,"0","Gas2l1"
"Psmc6",0,1.16953807881155,0.622,0.309,0,"0","Psmc6"
"Snrk",0,1.31838313041396,0.454,0.142,0,"0","Snrk"
"Zfp91",0,1.1703130687338,0.798,0.486,0,"0","Zfp91"
"Dpysl2",0,1.73147305741377,0.441,0.129,0,"0","Dpysl2"
"Cct6a",0,1.10703205404919,0.632,0.321,0,"0","Cct6a"
"Mrpl27",0,1.61541923184751,0.486,0.175,0,"0","Mrpl27"
"Gdi1",0,1.67096859990112,0.449,0.138,0,"0","Gdi1"
"Rab3gap1",0,1.84348861332199,0.447,0.137,0,"0","Rab3gap1"
"Zfp523",0,3.07202293110355,0.353,0.043,0,"0","Zfp523"
"Bex3",0,1.27933586795103,0.513,0.203,0,"0","Bex3"
"Fam174a",0,1.29687426320103,0.538,0.229,0,"0","Fam174a"
"Ankrd54",0,3.13984209478999,0.351,0.043,0,"0","Ankrd54"
"Cers5",0,2.08301249089109,0.412,0.104,0,"0","Cers5"
"Cdh2",0,2.35135009953161,0.366,0.058,0,"0","Cdh2"
"Eif4e3",0,2.12654235200438,0.402,0.095,0,"0","Eif4e3"
"Dst",0,0.938036750666039,0.528,0.222,0,"0","Dst"
"Atp6v1a",0,1.15799407491504,0.549,0.243,0,"0","Atp6v1a"
"2810001G20Rik",0,2.64803867301213,0.369,0.063,0,"0","2810001G20Rik"
"Ndufb4",0,1.36360857680948,0.855,0.549,0,"0","Ndufb4"
"Lsm6",0,1.14874622234144,0.582,0.277,0,"0","Lsm6"
"Ptges3",0,1.03095224753814,0.686,0.384,0,"0","Ptges3"
"Dnajb9",0,1.79838484875634,0.483,0.181,0,"0","Dnajb9"
"Abca3",0,2.40195221169629,0.378,0.077,0,"0","Abca3"
"Cnppd1",0,1.94782576085125,0.411,0.111,0,"0","Cnppd1"
"Zc3h6",0,2.35760533432973,0.373,0.073,0,"0","Zc3h6"
"Dnajb2",0,2.08808701545444,0.395,0.096,0,"0","Dnajb2"
"Ppp1r2",0,0.942017709958996,0.605,0.306,0,"0","Ppp1r2"
"Hcfc1r1",0,1.04652553393331,0.591,0.292,0,"0","Hcfc1r1"
"Abhd12",0,1.32142039510861,0.454,0.156,0,"0","Abhd12"
"Gabarapl1",0,1.44888066887885,0.461,0.163,0,"0","Gabarapl1"
"1110008P14Rik",0,1.31643030939713,0.492,0.194,0,"0","1110008P14Rik"
"Ndufb6",0,1.12803792694433,0.605,0.307,0,"0","Ndufb6"
"Uqcrc2",0,1.14571862714544,0.599,0.301,0,"0","Uqcrc2"
"Ubxn4",0,1.023043256755,0.691,0.393,0,"0","Ubxn4"
"Napg",0,1.6877217378434,0.431,0.134,0,"0","Napg"
"Mrpl58",0,1.39768098960884,0.501,0.205,0,"0","Mrpl58"
"Rnf11",0,1.31781307987403,0.496,0.2,0,"0","Rnf11"
"Ndfip1",0,1.5146669819301,0.914,0.619,0,"0","Ndfip1"
"Zfp664",0,1.62320419641833,0.432,0.137,0,"0","Zfp664"
"Pon3",0,2.43911062251691,0.366,0.071,0,"0","Pon3"
"Ndufa12",0,0.985916254559238,0.666,0.372,0,"0","Ndufa12"
"Coq7",0,1.61352035952698,0.413,0.119,0,"0","Coq7"
"BC005624",0,1.27176566958205,0.508,0.215,0,"0","BC005624"
"Znhit1",0,1.31375149273337,0.512,0.219,0,"0","Znhit1"
"Ndufc2",0,1.22590122145336,0.864,0.571,0,"0","Ndufc2"
"Rbm4",0,1.99820400809759,0.386,0.093,0,"0","Rbm4"
"Ndufv2",0,1.03589690843321,0.635,0.342,0,"0","Ndufv2"
"Mid1ip1",0,1.79334616067011,0.414,0.121,0,"0","Mid1ip1"
"Mt1",0,1.32683328728167,0.98,0.687,0,"0","Mt1"
"5031425E22Rik",0,1.59831107121747,0.433,0.141,0,"0","5031425E22Rik"
"Zc3h14",0,1.5655349897482,0.447,0.155,0,"0","Zc3h14"
"Wbp4",0,1.16869888080255,0.547,0.255,0,"0","Wbp4"
"Hmox2",0,1.35071803973316,0.485,0.193,0,"0","Hmox2"
"Ssu72",0,0.944983547636647,0.665,0.374,0,"0","Ssu72"
"Srpk2",0,1.08596488821924,0.538,0.247,0,"0","Srpk2"
"Ndufs7",0,0.958641075726894,0.686,0.395,0,"0","Ndufs7"
"Cenpv",0,2.44777774575044,0.362,0.071,0,"0","Cenpv"
"Klhl28",0,2.4235467852345,0.355,0.064,0,"0","Klhl28"
"Mien1",0,1.08990035345816,0.577,0.287,0,"0","Mien1"
"Mbnl2",0,0.961653390161407,0.717,0.427,0,"0","Mbnl2"
"Zcrb1",0,1.04576579776693,0.617,0.327,0,"0","Zcrb1"
"Sdhb",0,0.998377605323445,0.66,0.371,0,"0","Sdhb"
"Suclg1",0,1.17114834537161,0.548,0.259,0,"0","Suclg1"
"Slf1",0,2.44437016279286,0.354,0.065,0,"0","Slf1"
"Acp2",0,2.24686108566458,0.367,0.079,0,"0","Acp2"
"9930021J03Rik",0,1.64524465305736,0.422,0.134,0,"0","9930021J03Rik"
"Hnrnpm",0,1.17179367543043,0.807,0.52,0,"0","Hnrnpm"
"Gcc2",0,1.32279642476496,0.494,0.208,0,"0","Gcc2"
"Rogdi",0,2.07949105466315,0.375,0.089,0,"0","Rogdi"
"Kmt2a",0,0.929087671756264,0.606,0.32,0,"0","Kmt2a"
"Spop",0,0.979126016555249,0.649,0.364,0,"0","Spop"
"Cmpk1",0,0.926612021629375,0.607,0.322,0,"0","Cmpk1"
"Uqcrfs1",0,1.03121891723412,0.619,0.334,0,"0","Uqcrfs1"
"2610037D02Rik",0,2.05665518237919,0.368,0.083,0,"0","2610037D02Rik"
"Dnajc9",0,1.23074808863093,0.426,0.142,0,"0","Dnajc9"
"Rab11b",0,1.13380502103834,0.54,0.256,0,"0","Rab11b"
"Mia3",0,1.12512807352742,0.549,0.266,0,"0","Mia3"
"Gatad2a",0,1.45175059359795,0.461,0.178,0,"0","Gatad2a"
"Dpy30",0,1.17193047591795,0.504,0.221,0,"0","Dpy30"
"Lamtor5",0,1.08012541892923,0.568,0.285,0,"0","Lamtor5"
"Mdh2",0,0.910346411392393,0.716,0.433,0,"0","Mdh2"
"Hp1bp3",0,0.914408690286244,0.651,0.369,0,"0","Hp1bp3"
"Wbp2",0,1.41617446032954,0.456,0.174,0,"0","Wbp2"
"Polr2g",0,1.2704595375304,0.487,0.206,0,"0","Polr2g"
"Sdhaf4",0,1.6412640258501,0.416,0.135,0,"0","Sdhaf4"
"Ccdc127",0,1.82209620248908,0.395,0.115,0,"0","Ccdc127"
"Pdhb",0,1.41361853858736,0.459,0.179,0,"0","Pdhb"
"Mpc1",0,0.948806496939956,0.784,0.504,0,"0","Mpc1"
"Bcap31",0,0.93417692464855,0.655,0.375,0,"0","Bcap31"
"Smap1",0,1.01044260230551,0.598,0.318,0,"0","Smap1"
"Sh3glb2",0,2.06692799465425,0.376,0.097,0,"0","Sh3glb2"
"Vapb",0,1.39137134772499,0.455,0.177,0,"0","Vapb"
"Baz2b",0,0.919677710170358,0.597,0.319,0,"0","Baz2b"
"Tbcb",0,1.03312059907388,0.579,0.302,0,"0","Tbcb"
"Ghitm",0,1.07468597269707,0.575,0.298,0,"0","Ghitm"
"Armc1",0,1.76114222729585,0.393,0.117,0,"0","Armc1"
"Rbfox2",0,1.91454132797373,0.367,0.091,0,"0","Rbfox2"
"Borcs7",0,2.00966729472923,0.373,0.097,0,"0","Borcs7"
"Pitpnb",0,1.45899166478687,0.44,0.165,0,"0","Pitpnb"
"Braf",0,1.80418014317709,0.383,0.108,0,"0","Braf"
"Aplp2",0,2.38499146440719,0.996,0.721,0,"0","Aplp2"
"Ramac",0,1.23231594632408,0.473,0.198,0,"0","Ramac"
"Elof1",0,1.0892933405722,0.497,0.223,0,"0","Elof1"
"Cpeb4",0,1.7203466080605,0.394,0.12,0,"0","Cpeb4"
"Fut8",0,1.77469385777908,0.386,0.112,0,"0","Fut8"
"Vbp1",0,1.48039711296464,0.425,0.151,0,"0","Vbp1"
"Tnrc6b",0,0.87107784089644,0.609,0.335,0,"0","Tnrc6b"
"Retreg2",0,1.85196516977522,0.38,0.107,0,"0","Retreg2"
"Hint2",0,1.3436902991172,0.484,0.211,0,"0","Hint2"
"Ndufs6",0,0.926766814619896,0.636,0.363,0,"0","Ndufs6"
"Ift27",0,1.98397196927008,0.364,0.092,0,"0","Ift27"
"Eprs",0,0.955728052080587,0.564,0.292,0,"0","Eprs"
"Ndufs1",0,1.85105862709431,0.38,0.109,0,"0","Ndufs1"
"Ube2v2",0,1.38004574201613,0.442,0.171,0,"0","Ube2v2"
"Pnisr",0,0.876185600049365,0.715,0.444,0,"0","Pnisr"
"Cep164",0,1.8337135332871,0.378,0.108,0,"0","Cep164"
"Polr2k",0,1.01571209345098,0.538,0.268,0,"0","Polr2k"
"Atp1a1",0,1.69107662679634,0.983,0.714,0,"0","Atp1a1"
"Trim24",0,1.56991633601414,0.406,0.137,0,"0","Trim24"
"Ascc1",0,2.22690065571849,0.353,0.084,0,"0","Ascc1"
"Ubtf",0,1.05081773933376,0.526,0.258,0,"0","Ubtf"
"Tia1",0,1.24014349197865,0.431,0.164,0,"0","Tia1"
"Foxp1",0,0.506225461105146,0.652,0.385,0,"0","Foxp1"
"Fxr1",0,1.00373867214745,0.569,0.302,0,"0","Fxr1"
"Ubn2",0,1.1617436443063,0.492,0.226,0,"0","Ubn2"
"Smim10l1",0,1.22174482599495,0.486,0.22,0,"0","Smim10l1"
"Gde1",0,1.39987381705274,0.435,0.169,0,"0","Gde1"
"Pcm1",0,1.00498071683595,0.538,0.272,0,"0","Pcm1"
"Hnrnpdl",0,0.865632920972096,0.609,0.343,0,"0","Hnrnpdl"
